2019-02-15 20:22:44,487:INFO: Namespace(CRF=True, batch_size=1, clip=5.0, demo_model='1550131589', dropout=0.5, embedding_dim=100, epoch=40, hidden_dim=300, lr=0.001, mode='train', optimizer='Adam', pretrain_embedding='random', shuffle=True, test_data='data_path', train_data='data_path', update_embedding=True)
2019-02-15 20:22:47,292:INFO: 2019-02-15 20:22:46 epoch 1, step 1, loss: 149.4, global_step: 1
2019-02-15 20:22:47,292:INFO: 2019-02-15 20:22:46 epoch 1, step 1, loss: 149.4, global_step: 1
2019-02-15 20:23:43,188:INFO: 2019-02-15 20:22:46 epoch 1, step 300, loss: 2.311, global_step: 300
2019-02-15 20:23:43,188:INFO: 2019-02-15 20:22:46 epoch 1, step 300, loss: 2.311, global_step: 300
2019-02-15 20:24:33,755:INFO: 2019-02-15 20:22:46 epoch 1, step 600, loss: 0.9238, global_step: 600
2019-02-15 20:24:33,755:INFO: 2019-02-15 20:22:46 epoch 1, step 600, loss: 0.9238, global_step: 600
2019-02-15 20:25:27,415:INFO: 2019-02-15 20:22:46 epoch 1, step 900, loss: 1.321, global_step: 900
2019-02-15 20:25:27,415:INFO: 2019-02-15 20:22:46 epoch 1, step 900, loss: 1.321, global_step: 900
2019-02-15 20:26:17,352:INFO: 2019-02-15 20:22:46 epoch 1, step 1200, loss: 5.811, global_step: 1200
2019-02-15 20:26:17,352:INFO: 2019-02-15 20:22:46 epoch 1, step 1200, loss: 5.811, global_step: 1200
2019-02-15 20:27:10,629:INFO: 2019-02-15 20:22:46 epoch 1, step 1500, loss: 1.596, global_step: 1500
2019-02-15 20:27:10,629:INFO: 2019-02-15 20:22:46 epoch 1, step 1500, loss: 1.596, global_step: 1500
2019-02-15 20:28:07,473:INFO: 2019-02-15 20:22:46 epoch 1, step 1800, loss: 12.24, global_step: 1800
2019-02-15 20:28:07,473:INFO: 2019-02-15 20:22:46 epoch 1, step 1800, loss: 12.24, global_step: 1800
2019-02-15 20:29:03,643:INFO: 2019-02-15 20:22:46 epoch 1, step 2100, loss: 0.2186, global_step: 2100
2019-02-15 20:29:03,643:INFO: 2019-02-15 20:22:46 epoch 1, step 2100, loss: 0.2186, global_step: 2100
2019-02-15 20:30:02,597:INFO: 2019-02-15 20:22:46 epoch 1, step 2400, loss: 1.912, global_step: 2400
2019-02-15 20:30:02,597:INFO: 2019-02-15 20:22:46 epoch 1, step 2400, loss: 1.912, global_step: 2400
2019-02-15 20:30:57,766:INFO: 2019-02-15 20:22:46 epoch 1, step 2700, loss: 23.2, global_step: 2700
2019-02-15 20:30:57,766:INFO: 2019-02-15 20:22:46 epoch 1, step 2700, loss: 23.2, global_step: 2700
2019-02-15 20:31:51,961:INFO: 2019-02-15 20:22:46 epoch 1, step 3000, loss: 10.72, global_step: 3000
2019-02-15 20:31:51,961:INFO: 2019-02-15 20:22:46 epoch 1, step 3000, loss: 10.72, global_step: 3000
2019-02-15 20:32:44,388:INFO: 2019-02-15 20:22:46 epoch 1, step 3300, loss: 0.2466, global_step: 3300
2019-02-15 20:32:44,388:INFO: 2019-02-15 20:22:46 epoch 1, step 3300, loss: 0.2466, global_step: 3300
2019-02-15 20:33:34,176:INFO: 2019-02-15 20:22:46 epoch 1, step 3600, loss: 8.033, global_step: 3600
2019-02-15 20:33:34,176:INFO: 2019-02-15 20:22:46 epoch 1, step 3600, loss: 8.033, global_step: 3600
2019-02-15 20:34:27,100:INFO: 2019-02-15 20:22:46 epoch 1, step 3900, loss: 1.484, global_step: 3900
2019-02-15 20:34:27,100:INFO: 2019-02-15 20:22:46 epoch 1, step 3900, loss: 1.484, global_step: 3900
2019-02-15 20:35:19,677:INFO: 2019-02-15 20:22:46 epoch 1, step 4200, loss: 11.52, global_step: 4200
2019-02-15 20:35:19,677:INFO: 2019-02-15 20:22:46 epoch 1, step 4200, loss: 11.52, global_step: 4200
2019-02-15 20:36:12,853:INFO: 2019-02-15 20:22:46 epoch 1, step 4500, loss: 13.73, global_step: 4500
2019-02-15 20:36:12,853:INFO: 2019-02-15 20:22:46 epoch 1, step 4500, loss: 13.73, global_step: 4500
